ID_Lands,ColorType,AnnounceTH,CodeDeed,TypeCode,CodeProperty,SellPrice,Costestimate,CostestimateB,MarketPrice,PriceWA,LandR,LandG,LandWA,Land,Deed,RoadType,RoadWide,GroundLevel,GroundValue,MoreDetails,Latitude,Longitude,AsseStatus,ObservationPoint,Location,LProvince,LAmphur,LDistrict,LZipCode,ContactUo,ContactSo,ContactUt,ContactSt,ContactU,ContactS,Place,Blind,Neareducation,Cenmarket,Market,River,Mainroad,Insoi,Letc,WxD,LandAge,PPStatus,ImageEX,Owner,Created,UserType
l6267,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่2,l6267, , ,2617500,0,0,0,7500.0,0.0,0,349.0,40*58,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,ใกล้สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,1,0,0,1,ใกล้สนามบิน, ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1600399951946.jpg,79,1457-01-01 17:00:00,Short-Term
l6290,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดินสวย,l6290, ,2222,3000000,2000000,2300000,2000000,3636.36364,2.0,0,25.0,34×11,น.ส.4จ.,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.2, ,19.9535997,99.8641991,จำนอง, ,123,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,657680.0, ,657680, ,657680,เจ้าของ, ,0,0,1,0,1,0,1, , ,4,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,65,1477-06-03 01:43:05,Short-Term
l6348,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินสวนปาล์ม 100 ไร่ ศาลาลำดวน สระแก้ว เจ้าของขายเอง,l6348, , ,20000000,0,150000,0,500.0,100.0,0,0.0,0,น.ส.4จ.,โคลน,8 เมตร,สูงกว่าถนน,0.0, ,13.874378899999998,101.95763170000001,ฝากขาย,ใกล้ สวนประจักษ์ศิลป์ - ใกล้ Wat Khok Pi Khon,ต.ศาลาลำดวน อ.เมืองฯ จ.สระแก้ว,สระแก้ว,เมืองสระแก้ว,ศาลาลำดวน,27000,794948.0, ,794948, ,794948,เจ้าของ, ,0,0,0,1,0,1,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599109611454.jpg,79,1457-01-01 17:00:00,Short-Term
l6433,พื้นที่สีม่วง – ที่ดินประเภทอุตสาหกรรมและคลังสินค้า, ขาย! ที่ดินสวย 3 ไร่ครึ่ง ถ.เทพารักษ์ บางเสา,l6433, ,-,41730000,41000000,41000000,42000000,14951.63024,3.0,2,1391.0,80*70,น.ส.3,คอนกรีต,8 เมตร,สูงกว่าถนน,0.6, ,13.5806557,100.78921660000003,ว่าง, , ,สมุทรปราการ,บางเสาธง,บางเสาธง,10540,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,38,2019-11-17 12:39:34,Long-Term
l6437,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ที่ดิน มีโฉนด อยู่ติดแม่น้ำลาว,l6437, , ,400000,0,0,0,2105.26316,0.0,1,90.0,0,น.ส.4จ.,โคลน,4 เมตร,สูงกว่าถนน,0.0, ,19.8673482,99.8898845,ฝากขาย,อยู่ติดแม่น้ำลาว อยู่ใกล้เทศบาลตำบลสิริเวียงช,อ.เวียงชัย จ.เชียงราย,เชียงราย,เวียงชัย,เวียงชัย,57210,794948.0, ,794948, ,794948,เจ้าของ, ,0,0,0,0,0,0,0,อยู่ติดแม่น้ำลาว, ,3,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599110912201.jpg,79,2019-11-17 12:39:34,Short-Term
l6469,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย, ที่ดินเปล่า ขายที่ดิน ติดถนนโคกไทย บ้านคิรี,l6469, ,3011,21846000,30000000,25000000,20000000,2000.0,27.0,1,23.0,209*209,น.ส.2,ยางมะตอย,8 เมตร,ต่ำกว่าถนน,0.1,เหมาะสำหรับ เป็นอพาร์ตเมนท์ หรือพัฒนาเป็นบ้านจัดสรร,13.840957999999999,101.4679893,ว่าง,- ใกล้นิคมอุตสาหกรรมโรจนะ - ใกล้อพาร์ตเมนท์ ห,3011,ปราจีนบุรี,ศรีมโหสถ,โคกไทย,25190,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0,ใกล้นิคมอุตสาหกรรม, ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-17 07:50:46,Long-Term
l6501,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงB7,l6501, , ,2100000,0,0,0,7000.0,0.0,3,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071562698061644,99.87618336406251,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847358419.jpg,79,1477-07-22 01:32:44,Short-Term
l6528,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดิน 9 ไร่ ติดถนนใหญ่,l6528, ,600025,45000000,45000000,45000000,45000000,11565.15035,9.0,2,91.0,140*220,น.ส.3,ยางมะตอย,8 เมตร,สูงกว่าถนน,0.12,ขายที่ดินพร้อมสิ่งปลูกสร้าง ซึ่งเป็นสถานีบริการน้ำมันบางจาก บนพื้นที่ 9-2-91 ไร่ อยู่ติดถนนโชคชัย-เดชอุดม หน้ากว้างประมาณ 140 เมตร จำนวน 2 โฉนด ใกล้สี่แยกโคกตาล อำเภอขุขันธ์ จังหวัดศรีสะเกษ เดินทางสู่จังหวัดสุรินทร์เพียง 1 ชั่วโมงครึ่ง และ 2 ชั่วโมง ถึงจังหวัดอุบลราชธานี เดินทางสู่ประเทศเพื่อนบ้านเพียง 1 ชั่วโมง ถึงด่านศุลกากรช่องสะงำ มุ่งหน้าสู่ราชอาณาจักรกัมพูชา และเพียง 2 ชั่วโมงครึ่ง สู่ด่านศุลกากรช่องเม็ก มุ่งหน้าสู่สาธารณรัฐประชาธิปไตยประชาชนลาว การจราจรหนาแน่นในช่วงเทศกาลต่างๆ เหมาะแก่การทำจุดพักรถ แหล่งจำหน่ายสินค้าต่างๆ,14.715017614977171,104.19579667082516,จำนอง,ปั้มน้ำมัน,ขุขันธ์ ศรีสะเกษ,ศรีสะเกษ,ขุขันธ์,จะกง,33140,127.0, ,127, ,127,นายหน้า, ,0,1,0,0,0,1,0, , ,8,ยังไม่ขาย,https://landvist.xyz/images/img_1583425242232.jpg,59,1477-03-05 00:39:34,Long-Term
l6637,พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม,ขายที่ดินทำเลเด่นติดถนนสาย 13,l6637, ,7283932,110000000,200000000,190000000,100000000,4179.80773,65.0,3,17.0,"1,208*89.00",น.ส.4จ.,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.1,เขตผังเมืองสี/ประเภท ทรัพย์สินตั้งอยู่ในเขตผังเมืองประเภท อุตสาหกรรมทั่วไปที่ไม่เป็นมลพิษต่อชุมชนหรือสิ่งแวด ล้อมและ คลังสินค้า (พื้นที่สีขาวมีกรอบและเส้นทแยงสีม่วง),12.8443933,101.15988919999997,ว่าง,-บริษัท สยามเทรนนิ่ง จำกัด (SIAM TRAINING CO.,หมู่ที่ 2 ถนนสาย 13 ซอย 9-10 ทางหลวงหมายเลข 3,ระยอง,นิคมพัฒนา,พนานิคม,21180,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-18 13:29:20,Short-Term
l6684,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงA1,l6684, , ,600000,0,0,0,6000.0,0.0,1,0.0,20*20,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071783054060933,99.87652858681642,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847446164.jpg,79,1477-07-22 02:19:05,Short-Term
l6697,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินเปล่า แปลงสวยย่านคลองสามวา,l6697, , ,4000000,0,0,0,20000.0,0.0,1,100.0,12*34,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,13.860104199999999,100.7039625,ฝากขาย,-ซาฟารีเวิร์ล สวนสัตว์ safari world -Big C สุ,ถนนหทัยราษฎร์ ซ.14 คลองสามวา กทม.,กรุงเทพมหานคร,เขตคลองสามวา,สามวาตะวันออก,10510,794948.0, ,794948, ,794948,เจ้าของ, ,0,1,1,1,0,0,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1598953683169.jpg,79,1457-01-01 17:00:00,Short-Term
l6850,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินติดถนน แปลงสวย มองเห็นวิวภูเขาเกือบ ,l6850, ,3090,3150000,4000000,4000000,3000000,848.14216,9.0,1,14.0,121*119,น.ส.4จ.,โคลน,8 เมตร,สูงกว่าถนน,3.0,แปลงสวยติดถนนใหญ่ มองเห็นวิวภูเขาเกือบ 360 องศา อ.วังน้ำเขียว ไฟฟ้า น้ำ เข้าถึงที่ดิน สัญญาณโทรศัพท์ชัดเจนทั้ง 3 ค่าย,14.5678854,101.71303510000007,ว่าง,ติดถนนเส้นวังน้ำเขียว-ปากช่อง (ทล 3060),Thanon DPT.,นครราชสีมา,วังน้ำเขียว,ระเริง,30150,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0, , , ,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-22 05:46:31,Long-Term
l6909,พื้นที่สีแดง – ที่ดินประเภทพาณิชยกรรม,Training,l6909, , ,50000000,48500000,48000000,49000000,10416.66667,12.0,0,0.0,139x138,น.ส.4จ.,ยางมะตอย,8 เมตร, ,3.0, ,20.050541924516825,99.87958277649868,ขายฝาก,ตรงข้ามศูนย์ราชการพังโคนข้างสถานีน้ำมันและศูน,0000,สกลนคร,พังโคน,พังโคน,47160,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0, , ,4,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,63,1476-11-17 08:04:58,Long-Term
l6968,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน ชยางกูร บางทรายใหญ่ มุกดาหาร,l6968, ,2546,82000000,80000000,80000000,82500000,6416.77753,31.0,0,379.0,140*380,น.ส.4จ.,ยางมะตอย,8 เมตร,สูงกว่าถนน,20.0,ขายถูกยกแปลง ที่ดิน ติดถนน 4 เลน กม.10 ใกล้สะพานมิตรภาพ ไทยลาว อ.เมือง จ.มุกดาหาร ที่สวยไม่ต้องถม เนื้อที่รวม 31-3-79.3 ไร่ ราคาที่ดินข้างเคียง 3.5 ล้านต่อไร่ ขายถูกๆยกแปลงเหลือ 80 ล้านบาท (ไม่รวมภาษี ค่าโอน) ,16.6415937,104.69661569999994,ว่าง, ,ชยางกูร บางทรายใหญ่  มุกดาหาร,มุกดาหาร,เมืองมุกดาหาร,บางทรายใหญ่,49000,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,1,0, , ,6,ยังไม่ขาย,https://landvist.xyz/images/img_1575956340365.jpg,38,1476-12-04 00:27:44,Long-Term
l7014,พื้นที่สีน้ำตาลอ่อน – ที่ดินประเภทอนุรักษ์เพื่อส่งเสริมเอกลักษณ์ศิลปวัฒนธรรมไทย,ขายที่ดินติดทะเล,l7014, ,157,8160000,8200000,8250000,8060000,28469.75089,0.0,2,81.0,45*28,น.ส.3ก.,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.3,ขายที่ดินติดทะเล ทำเลเยี่ยม มีโฉนด ที่ถมเรียบร้อย ตั้งอยู่ ตำบลชิชล อำเภอชิชล หน้ากว้าง 45 เมตร ความยาว 28 เมตร จนถึงหน้าหาด,9.017950400000002,99.9111798,ว่าง,สิชลซีฟู๊ด ร้านอาหารบรรยากาศริมคลองสิชล,Unnamed Road,นครศรีธรรมราช,สิชล,สิชล,80120,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,1,1,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-22 11:42:37,Long-Term
l7035,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ทดสอบ เรื่องภาพนำเข้า,l7035, , ,1000000,700000,1100000,0,6666.66667,0.0,1,50.0,10*20,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,-5.0, ,19.8836224,99.79494400000002,ฝากขาย, , ,เชียงราย,เวียงชัย,เวียงชัย,57210,794948.0, ,794948, ,794948,เจ้าของ, ,0,1,0,1,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1477-09-07 05:36:41,Short-Term
l7117,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ที่ดินโฉนดครุฑแดง อ.จอมบึง ต.รางบัว จ.ราชบุรี,l7117, , ,650000,0,0,0,1625.0,1.0,0,0.0,0,น.ส.3ก.,คอนกรีต,4 เมตร,สูงกว่าถนน,0.0, ,13.5637063,99.5363211,ฝากขาย,-,อ.จอมบึง ต.รางบัว จ.ราชบุรี,ราชบุรี,จอมบึง,รางบัว,70150,794948.0, ,794948, ,794948,เจ้าของ, ,0,0,0,0,0,0,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1598963848653.jpg,79,1457-01-01 17:00:00,Short-Term
l7161,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,new land,l7161, ,222,2000000,2300000,2400000,1900000,4347.82609,1.0,0,60.0,20*30,น.ส.4จ.,โคลน,4 เมตร,ต่ำกว่าถนน,1.1, ,13.5990961,100.59983190000004,ว่าง,ตลาดต้นตาล,34/5,สมุทรปราการ,บางบ่อ,บ้านระกาศ,10560,0.0, ,0, ,0,เจ้าของ, ,0,1,1,1,0,0,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,29,1476-11-12 20:12:50,Long-Term
l7259,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 5,l7259, , ,1044000,0,0,0,6000.0,0.0,0,174.0,21*37,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,ใกล้สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1600402007885.jpg,79,1457-01-01 17:00:00,Short-Term
l7289,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,G ขายที่ดินเปล่า หมู่บ้านนีโอซิตี้ Neo City น,l7289, ,785,7550000,8000000,8000000,7000000,50000.0,0.0,1,51.0,40*16,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.1,ขายยกแปลง เหมาะสร้างบ้านขายหรืออยู่อาศัย,13.94745369958462,100.56765096505127,ว่าง,ใกล้ทางด่วนศรีสมาน ใกล้มหาวิทยาลัยรังสิต ใกล้,หมู่บ้านนีโอซิตี้ neo city นาวง สรงประภา,กรุงเทพมหานคร,เขตดอนเมือง,สีกัน,10210,127.0, ,127, ,127,นายหน้า, ,0,1,1,1,0,0,1, , ,6,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-22 05:32:39,Long-Term
l7322,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่ดินเปล่า แม่สาย เชียงราย,l7322, ,6201808,3000000,3200000,3500000,3100000,1429.0,5.0,2,21.0,10*10,น.ส.3ก.,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.5, ,20.383935100000002,99.89568269999997,ว่าง, , ,เชียงราย,แม่สาย,แม่สาย,57130,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0, , ,2, ,https://landvist.xyz/images/img_1569591477862.jpg,39,1476-09-27 10:22:24,Long-Term
l7397,พื้นที่สีน้ำตาลอ่อน – ที่ดินประเภทอนุรักษ์เพื่อส่งเสริมเอกลักษณ์ศิลปวัฒนธรรมไทย,ที่ดิน - หมูสี นครราชสีมา,l7397, ,2265541,10000000,9990000,9900000,10000000,10000.0,2.0,0,200.0,90*70,น.ส.3,คอนกรีต,4 เมตร,ต่ำกว่าถนน,2.3,ขายด่วนที่ดินทำเลสวยเหมาะกับทำรีสอร์ต ใกล้กับทางเข้าอุทยานแห่งชาติเขาใหญ่ ติดถนนมีทางเข้าออก สะดวก,14.5095707,101.37753210000004,ขายฝาก, ,จ.นครราชสีมา อ.ปากช่อง  ต.หมู่สี ,นครราชสีมา,ปากช่อง,หมูสี,30130,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,1,1, , ,6,ยังไม่ขาย,https://landvist.xyz/images/img_1575957073410.jpg,38,1476-12-04 01:57:27,Long-Term
l7580,พื้นที่สีแดง – ที่ดินประเภทพาณิชยกรรม,ขายที่สวนทุเรียน อำเภอท่าใหม่ จังหวัดจันทบุรี,l7580, ,652,20000000,30000000,30000000,20000000,5263.15789,9.0,2,0.0,50*64,น.ส.2, ,4 เมตร,ต่ำกว่าถนน,0.3,เหมาะสำหรับทำล้งผลไม้ หรือกิจการพาณิชย์ เดินทางสะดวก เข้าซอยจากถนนสุขุมวิทเพียง 1 กม.,12.606361,102.30527800000004,ว่าง,-,-,จันทบุรี,ท่าใหม่,เขาบายศรี,22120,127.0, ,127,นายหน้า,127,เจ้าของ, ,0,0,1,0,0,1,0, , ,6,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 06:20:58,Long-Term
l7632,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายด่วน สุดยอดที่ดิน ทำเลทอง,l7632, ,2943590,11000000,11500000,12000000,13000000,44000.0,0.0,2,50.0,20*50,น.ส.4จ.,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.1,ที่ดิน 250 ตารางวา สุดยอดทำเลทอง บนถนน เพชรเกษม 96 ซอย 3 สุดซอยอยู่ขวามือ เหมาะสร้างบ้านจัดสรร อาคาร โรงงาน พร้อมโอนทันที ค่าใช้จ่ายกรมที่ดินคนละครึ่ง,10.510093099999999,99.1217643,ว่าง,- ปากซอยเป็นร้านลาบอีสาน - ใกล้ร้านสะดวกซื้อ ,203,กรุงเทพมหานคร,เขตบางแค,บางแคเหนือ,10160,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,0,1, , ,2,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-18 09:05:27,Long-Term
l7711,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ขายด่วน ที่ดิน ถมแล้ว 50% ใกล้รถไฟฟ้า BTS เพี,l7711, ,465,122508000,100000000,120000000,150000000,36000.0,8.0,2,3.0,116*116,น.ส.4จ.,ยางมะตอย,8 เมตร,ต่ำกว่าถนน,0.1,ที่ดินถมแล้ว เหมาะสร้างคอนโด ที่พักอาศัย ถนนแพรกษา ท้ายบ้าน ปากน้ำ,13.577628400000002,100.61668439999994,ว่าง,1) ใกล้ถนนใหญ่ แค่ 100 เมตร และ ห่างรถไฟฟ้า B,Thanon Phraeksa,สมุทรปราการ,เมืองสมุทรปราการ,ท้ายบ้านใหม่,10280,127.0, ,127, ,127,นายหน้า, ,0,1,1,1,0,1,0, , ,2,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-18 04:33:27,Short-Term
l7743,พื้นที่สีแดง – ที่ดินประเภทพาณิชยกรรม,ขายที่ดินติดถนนใหญ่​ ใกล้ตลาดเจริญศรี ที่ดินส,l7743, ,TK-1944-B60,4900000,5000000,5000000,4500000,33561.64384,0.0,1,46.0,25*25,น.ส.4จ.,ยางมะตอย,12 เมตร,ต่ำกว่าถนน,0.2,แบ่งแยกโฉนดแล้ว​ 6 แปลงพร้อมสร้าง,15.1898389,104.86001899999997,ว่าง,-,454,อุบลราชธานี,วารินชำราบ,ธาตุ,34190,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-18 19:43:25,Long-Term
l7866,พื้นที่สีเม็ดมะปราง – ที่ดินประเภทคลังสินค้า,ขายด่วน! ที่ดิน 1 ไร่ ถมแล้วแปลงสวยติดถนนใหญ่,l7866, ,R018-009**,3900000,4100000,4000000,3500000,9750.0,0.0,3,100.0,24*61,น.ส.3ก.,คอนกรีต,12 เมตร,สูงกว่าถนน,0.1,ที่ดิน 1 ไร่ ถมแล้ว แปลงสวย ติดถนนใหญ่ ต.ดงมะดะ อ.แม่ลาว จ.เชียงราย,19.647313399999998,100.26505509999993,จำนอง,- ห่างจากสามแยกตัดถนนพหลโยธิน 350 เมตร,-,เชียงราย,แม่ลาว,ดงมะดะ,57250,0.0, ,0, ,0,นายหน้า, ,0,0,0,0,0,1,0, , ,25,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-08 03:16:39,Long-Term
l7913,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงA4,l7913, , ,600000,0,0,0,6000.0,0.0,1,0.0,20*20,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071633317151587,99.87636042543943,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,25,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847521129.jpg,79,1477-07-22 02:02:59,Short-Term
l7962,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงB6,l7962, , ,750000,0,0,0,7500.0,0.0,1,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071603406869762,99.87618086406248,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,25,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595847658624.jpg,79,1477-07-22 01:33:57,Short-Term
l8078,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินจังหวัดชัยนาท ปลูกยางแล้วอายุ 3 ปี แ,l8078, ,77128,127560000,135000000,130000000,125000000,300.0,1063.0,0,0.0,13041*13041,น.ส.2,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.1,"ขายที่ดินจังหวัดชัยนาท จำนวน 1,063 ไร่ ปลูกยางแล้วอายุ 3 ปี มีไฟฟ้า และสิ่งปลูกสร้าง",15.085405999999999,99.86830729999996,ว่าง,-,Unnamed Road,ชัยนาท,หันคา,ไพรนกยูง,17130,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-18 09:47:26,Long-Term
l8101,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,Training,l8101, , ,5400000,4900000,4800000,5000000,27551.02041,0.0,0,196.0,200x400,น.ส.2,ยางมะตอย,8 เมตร, ,0.1, ,20.050541924516825,99.87958277649868,จำนอง, ,0000,ลำปาง,เมืองลำปาง,บ้านแลง,52000,127.0, ,127, ,127,นายหน้า, ,0,1,1,0,0,1,0, , ,2,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,63,1476-11-17 08:46:32,Long-Term
l8175,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดินทำเลค้าขายถมแล้ว120ตารางวา,l8175, , ,650000,0,0,0,5416.66667,0.0,0,120.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0,เหมาะสำหรับทำบ้านพักอาศัย บ้านพักตากอากาศ ซื้อไว้เก็งกำไร,19.819084399999998,99.6452714,ฝากขาย,อยู่ใกล้ อบต. โป่งแพร่ โรงเรียนโป่งแพร่วิทยา ,อ.แม่ลาว จ.เชียงราย,เชียงราย,แม่ลาว,โป่งแพร่,57000,796859.0, ,796859, ,796859,นายหน้า, ,0,0,0,1,0,1,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,2000-01-01 07:00:00,Short-Term
l8331,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,"ขายที่ดิน เดอะ เอสเตท เรซิเด้นท์ ใน ป่าคลอก ,",l8331, ,ESMEL0153,35900000,35000000,35900000,35900000,99999.99999,3.0,2,80.0,51,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.5,ชื่อทรัพย์สิน: เดอะ เอสเตท เรซิเด้นท์,19.819084399999998,99.6452714,ว่าง, ,สายบ้านหลังแดง-บ้านอ่าวปอ (ภก.4031) ป่าคลอก ถ,ภูเก็ต,ถลาง,ป่าคลอก,83110,104.0, ,104, ,104,เจ้าของ, ,0,0,0,0,0,0,1, , ,2, ,https://landvist.xyz/images/img_1570477803376.jpg,38,2019-10-07 19:49:43,Long-Term
